"Geo Code","Geo Name","Line Number"
"2021S05075320008.06","5320008.06",7624640
"2021S05075320008.08","5320008.08",7627271
"2021S05075320008.09","5320008.09",7629902
"2021S05075320009.01","5320009.01",7632533
"2021S05075320009.02","5320009.02",7635164
"2021S05075320009.03","5320009.03",7637795
"2021S05075320009.04","5320009.04",7640426
"2021S05075320009.05","5320009.05",7643057
"2021S05075320010.00","5320010.00",7645688
"2021S05075320011.00","5320011.00",7648319
"2021S05075320012.01","5320012.01",7650950
"2021S05075320012.02","5320012.02",7653581
"2021S05075320013.00","5320013.00",7656212
"2021S05075320014.01","5320014.01",7658843
"2021S05075320014.02","5320014.02",7661474
"2021S05075320015.02","5320015.02",7664105
"2021S05075320015.03","5320015.03",7666736
"2021S05075320015.04","5320015.04",7669367
"2021S05075320016.04","5320016.04",7671998
"2021S05075320016.05","5320016.05",7674629
"2021S05075320016.06","5320016.06",7677260
"2021S05075320016.07","5320016.07",7679891
"2021S05075320016.08","5320016.08",7682522
"2021S05075320100.01","5320100.01",7685153
"2021S05075320100.02","5320100.02",7687784
"2021S05075320100.03","5320100.03",7690415
"2021S05075320101.02","5320101.02",7693046
"2021S05075320101.03","5320101.03",7695677
"2021S05075320101.04","5320101.04",7698308
"2021S05075320101.05","5320101.05",7700939
"2021S05075320101.06","5320101.06",7703570
"2021S05075320102.01","5320102.01",7706201
"2021S05075320102.02","5320102.02",7708832
"2021S05075320102.03","5320102.03",7711463
"2021S05075320103.00","5320103.00",7714094
"2021S05075320104.00","5320104.00",7716725
"2021S05075320105.04","5320105.04",7719356
"2021S05075320105.05","5320105.05",7721987
"2021S05075320105.06","5320105.06",7724618
"2021S05075320105.07","5320105.07",7727249
"2021S05075320105.08","5320105.08",7729880
"2021S05075320105.09","5320105.09",7732511
"2021S05075320105.10","5320105.10",7735142
"2021S05075320105.14","5320105.14",7737773
"2021S05075320105.15","5320105.15",7740404
"2021S05075320105.17","5320105.17",7743035
"2021S05075320105.18","5320105.18",7745666
"2021S05075320105.19","5320105.19",7748297
"2021S05075320105.20","5320105.20",7750928
"2021S05075320105.21","5320105.21",7753559
"2021S05075320105.22","5320105.22",7756190
"2021S05075320105.23","5320105.23",7758821
"2021S05075320105.24","5320105.24",7761452
"2021S05075320200.00","5320200.00",7764083
"2021S05075320201.01","5320201.01",7766714
"2021S05075320201.02","5320201.02",7769345
"2021S05075320202.04","5320202.04",7771976
"2021S05075320202.05","5320202.05",7774607
"2021S05075320202.08","5320202.08",7777238
"2021S05075320202.09","5320202.09",7779869
"2021S05075320202.11","5320202.11",7782500
"2021S05075320202.12","5320202.12",7785131
"2021S05075320202.13","5320202.13",7787762
"2021S05075320202.14","5320202.14",7790393
"2021S05075320202.15","5320202.15",7793024
"2021S05075320202.16","5320202.16",7795655
"2021S05075320202.17","5320202.17",7798286
"2021S05075320202.18","5320202.18",7800917
"2021S05075320203.01","5320203.01",7803548
"2021S05075320203.02","5320203.02",7806179
"2021S05075320203.03","5320203.03",7808810
"2021S05075320203.05","5320203.05",7811441
"2021S05075320203.06","5320203.06",7814072
"2021S05075320204.00","5320204.00",7816703
"2021S05075320205.01","5320205.01",7819334
"2021S05075320205.02","5320205.02",7821965
"2021S05075320206.00","5320206.00",7824596
"2021S0503505","Ottawa - Gatineau",7827227
"2021S05075050001.04","5050001.04",7829858
"2021S05075050001.05","5050001.05",7832489
"2021S05075050001.06","5050001.06",7835120
"2021S05075050001.07","5050001.07",7837751
"2021S05075050001.08","5050001.08",7840382
"2021S05075050001.09","5050001.09",7843013
"2021S05075050001.10","5050001.10",7845644
"2021S05075050002.01","5050002.01",7848275
"2021S05075050002.02","5050002.02",7850906
"2021S05075050002.04","5050002.04",7853537
"2021S05075050002.05","5050002.05",7856168
"2021S05075050002.06","5050002.06",7858799
"2021S05075050003.00","5050003.00",7861430
"2021S05075050004.00","5050004.00",7864061
"2021S05075050005.00","5050005.00",7866692
"2021S05075050006.00","5050006.00",7869323
"2021S05075050007.01","5050007.01",7871954
"2021S05075050007.02","5050007.02",7874585
"2021S05075050007.03","5050007.03",7877216
"2021S05075050008.00","5050008.00",7879847
"2021S05075050009.00","5050009.00",7882478
"2021S05075050010.00","5050010.00",7885109
"2021S05075050011.01","5050011.01",7887740
"2021S05075050011.03","5050011.03",7890371
"2021S05075050011.04","5050011.04",7893002
"2021S05075050012.00","5050012.00",7895633
"2021S05075050013.00","5050013.00",7898264
"2021S05075050014.00","5050014.00",7900895
"2021S05075050015.00","5050015.00",7903526
"2021S05075050016.00","5050016.00",7906157
"2021S05075050017.00","5050017.00",7908788
"2021S05075050018.00","5050018.00",7911419
"2021S05075050019.00","5050019.00",7914050
"2021S05075050020.01","5050020.01",7916681
"2021S05075050020.02","5050020.02",7919312
"2021S05075050021.00","5050021.00",7921943
"2021S05075050022.00","5050022.00",7924574
"2021S05075050023.01","5050023.01",7927205
"2021S05075050023.02","5050023.02",7929836
"2021S05075050024.00","5050024.00",7932467
"2021S05075050025.00","5050025.00",7935098
"2021S05075050026.00","5050026.00",7937729
"2021S05075050027.00","5050027.00",7940360
"2021S05075050028.00","5050028.00",7942991
"2021S05075050029.00","5050029.00",7945622
"2021S05075050030.00","5050030.00",7948253
"2021S05075050031.00","5050031.00",7950884
"2021S05075050032.01","5050032.01",7953515
"2021S05075050032.02","5050032.02",7956146
"2021S05075050033.01","5050033.01",7958777
"2021S05075050033.02","5050033.02",7961408
"2021S05075050034.00","5050034.00",7964039
"2021S05075050035.00","5050035.00",7966670
"2021S05075050036.00","5050036.00",7969301
"2021S05075050037.01","5050037.01",7971932
"2021S05075050037.02","5050037.02",7974563
"2021S05075050038.00","5050038.00",7977194
"2021S05075050039.00","5050039.00",7979825
"2021S05075050040.00","5050040.00",7982456
"2021S05075050041.00","5050041.00",7985087
"2021S05075050042.00","5050042.00",7987718
"2021S05075050043.00","5050043.00",7990349
"2021S05075050044.00","5050044.00",7992980
"2021S05075050045.01","5050045.01",7995611
"2021S05075050045.02","5050045.02",7998242
"2021S05075050046.00","5050046.00",8000873
"2021S05075050047.00","5050047.00",8003504
"2021S05075050048.00","5050048.00",8006135
"2021S05075050049.00","5050049.00",8008766
"2021S05075050050.00","5050050.00",8011397
"2021S05075050051.00","5050051.00",8014028
"2021S05075050052.00","5050052.00",8016659
"2021S05075050053.00","5050053.00",8019290
"2021S05075050054.00","5050054.00",8021921
"2021S05075050055.00","5050055.00",8024552
"2021S05075050056.00","5050056.00",8027183
"2021S05075050057.00","5050057.00",8029814
"2021S05075050058.00","5050058.00",8032445
"2021S05075050059.00","5050059.00",8035076
"2021S05075050060.00","5050060.00",8037707
"2021S05075050061.00","5050061.00",8040338
"2021S05075050062.01","5050062.01",8042969
"2021S05075050062.02","5050062.02",8045600
"2021S05075050100.00","5050100.00",8048231
"2021S05075050101.00","5050101.00",8050862
"2021S05075050102.00","5050102.00",8053493
"2021S05075050103.00","5050103.00",8056124
"2021S05075050104.00","5050104.00",8058755
"2021S05075050110.00","5050110.00",8061386
"2021S05075050120.01","5050120.01",8064017
"2021S05075050120.02","5050120.02",8066648
"2021S05075050120.03","5050120.03",8069279
"2021S05075050121.01","5050121.01",8071910
"2021S05075050121.02","5050121.02",8074541
"2021S05075050122.01","5050122.01",8077172
"2021S05075050122.02","5050122.02",8079803
"2021S05075050122.03","5050122.03",8082434
"2021S05075050123.01","5050123.01",8085065
"2021S05075050123.03","5050123.03",8087696
"2021S05075050123.04","5050123.04",8090327
"2021S05075050124.01","5050124.01",8092958
"2021S05075050124.02","5050124.02",8095589
"2021S05075050124.03","5050124.03",8098220
"2021S05075050124.04","5050124.04",8100851
"2021S05075050125.01","5050125.01",8103482
"2021S05075050125.02","5050125.02",8106113
"2021S05075050125.03","5050125.03",8108744
"2021S05075050125.04","5050125.04",8111375
"2021S05075050125.05","5050125.05",8114006
"2021S05075050125.07","5050125.07",8116637
"2021S05075050125.08","5050125.08",8119268
"2021S05075050125.09","5050125.09",8121899
"2021S05075050125.10","5050125.10",8124530
"2021S05075050125.11","5050125.11",8127161
"2021S05075050126.04","5050126.04",8129792
"2021S05075050126.05","5050126.05",8132423
"2021S05075050126.06","5050126.06",8135054
"2021S05075050126.07","5050126.07",8137685
"2021S05075050126.08","5050126.08",8140316
"2021S05075050126.09","5050126.09",8142947
"2021S05075050127.00","5050127.00",8145578
"2021S05075050130.01","5050130.01",8148209
"2021S05075050130.02","5050130.02",8150840
"2021S05075050131.01","5050131.01",8153471
"2021S05075050131.02","5050131.02",8156102
"2021S05075050132.00","5050132.00",8158733
"2021S05075050133.00","5050133.00",8161364
"2021S05075050134.00","5050134.00",8163995
"2021S05075050135.01","5050135.01",8166626
"2021S05075050135.02","5050135.02",8169257
"2021S05075050135.03","5050135.03",8171888
"2021S05075050136.01","5050136.01",8174519
"2021S05075050136.02","5050136.02",8177150
"2021S05075050137.02","5050137.02",8179781
"2021S05075050137.03","5050137.03",8182412
"2021S05075050137.04","5050137.04",8185043
"2021S05075050137.05","5050137.05",8187674
"2021S05075050138.00","5050138.00",8190305
"2021S05075050139.00","5050139.00",8192936
"2021S05075050140.01","5050140.01",8195567
"2021S05075050140.03","5050140.03",8198198
"2021S05075050140.04","5050140.04",8200829
"2021S05075050140.05","5050140.05",8203460
"2021S05075050140.06","5050140.06",8206091
"2021S05075050140.07","5050140.07",8208722
"2021S05075050141.04","5050141.04",8211353
"2021S05075050141.09","5050141.09",8213984
"2021S05075050141.10","5050141.10",8216615
"2021S05075050141.11","5050141.11",8219246
"2021S05075050141.13","5050141.13",8221877
"2021S05075050141.14","5050141.14",8224508
"2021S05075050141.16","5050141.16",8227139
"2021S05075050141.17","5050141.17",8229770
"2021S05075050141.18","5050141.18",8232401
"2021S05075050141.19","5050141.19",8235032
"2021S05075050141.20","5050141.20",8237663
"2021S05075050141.21","5050141.21",8240294
"2021S05075050141.22","5050141.22",8242925
"2021S05075050141.23","5050141.23",8245556
"2021S05075050141.24","5050141.24",8248187
"2021S05075050141.25","5050141.25",8250818
"2021S05075050141.26","5050141.26",8253449
"2021S05075050151.03","5050151.03",8256080
"2021S05075050151.04","5050151.04",8258711
"2021S05075050151.05","5050151.05",8261342
"2021S05075050151.06","5050151.06",8263973
"2021S05075050151.08","5050151.08",8266604
"2021S05075050151.09","5050151.09",8269235
"2021S05075050151.10","5050151.10",8271866
"2021S05075050151.11","5050151.11",8274497
"2021S05075050160.02","5050160.02",8277128
"2021S05075050160.04","5050160.04",8279759
"2021S05075050160.05","5050160.05",8282390
"2021S05075050160.06","5050160.06",8285021
"2021S05075050160.07","5050160.07",8287652
"2021S05075050160.09","5050160.09",8290283
"2021S05075050160.11","5050160.11",8292914
"2021S05075050160.12","5050160.12",8295545
"2021S05075050160.13","5050160.13",8298176
"2021S05075050160.14","5050160.14",8300807
"2021S05075050160.15","5050160.15",8303438
"2021S05075050161.03","5050161.03",8306069
"2021S05075050161.04","5050161.04",8308700
"2021S05075050161.05","5050161.05",8311331
"2021S05075050161.06","5050161.06",8313962
"2021S05075050162.02","5050162.02",8316593
"2021S05075050162.03","5050162.03",8319224
"2021S05075050162.04","5050162.04",8321855
"2021S05075050170.01","5050170.01",8324486
"2021S05075050170.03","5050170.03",8327117
"2021S05075050170.04","5050170.04",8329748
"2021S05075050170.05","5050170.05",8332379
"2021S05075050170.08","5050170.08",8335010
"2021S05075050170.09","5050170.09",8337641
"2021S05075050170.10","5050170.10",8340272
"2021S05075050170.11","5050170.11",8342903
"2021S05075050170.12","5050170.12",8345534
"2021S05075050170.13","5050170.13",8348165
"2021S05075050171.03","5050171.03",8350796
"2021S05075050171.05","5050171.05",8353427
"2021S05075050171.06","5050171.06",8356058
"2021S05075050171.07","5050171.07",8358689
"2021S05075050171.11","5050171.11",8361320
"2021S05075050171.12","5050171.12",8363951
"2021S05075050171.13","5050171.13",8366582
"2021S05075050171.14","5050171.14",8369213
"2021S05075050171.15","5050171.15",8371844
"2021S05075050180.01","5050180.01",8374475
"2021S05075050180.02","5050180.02",8377106
"2021S05075050181.01","5050181.01",8379737
"2021S05075050181.02","5050181.02",8382368
"2021S05075050182.00","5050182.00",8384999
"2021S05075050183.00","5050183.00",8387630
"2021S05075050184.00","5050184.00",8390261
"2021S05075050190.01","5050190.01",8392892
"2021S05075050190.02","5050190.02",8395523
"2021S05075050191.01","5050191.01",8398154
"2021S05075050191.02","5050191.02",8400785
"2021S05075050200.01","5050200.01",8403416
"2021S05075050200.02","5050200.02",8406047
"2021S05075050201.00","5050201.00",8408678
"2021S05075050300.01","5050300.01",8411309
"2021S05075050300.02","5050300.02",8413940
"2021S05075050301.00","5050301.00",8416571
"2021S05075050302.00","5050302.00",8419202
"2021S05075050400.00","5050400.00",8421833
"2021S05075050500.00","5050500.00",8424464
"2021S05075050501.00","5050501.00",8427095
"2021S05075050502.00","5050502.00",8429726
"2021S05075050503.00","5050503.00",8432357
"2021S05075050504.01","5050504.01",8434988
"2021S05075050504.03","5050504.03",8437619
"2021S05075050504.04","5050504.04",8440250
"2021S05075050504.05","5050504.05",8442881
"2021S05075050505.00","5050505.00",8445512
"2021S05075050506.00","5050506.00",8448143
"2021S05075050507.00","5050507.00",8450774
"2021S05075050508.00","5050508.00",8453405
"2021S05075050509.00","5050509.00",8456036
"2021S05075050510.01","5050510.01",8458667
"2021S05075050510.02","5050510.02",8461298
"2021S05075050511.01","5050511.01",8463929
"2021S05075050511.02","5050511.02",8466560
"2021S05075050600.00","5050600.00",8469191
"2021S05075050601.01","5050601.01",8471822
"2021S05075050601.02","5050601.02",8474453
"2021S05075050601.03","5050601.03",8477084
"2021S05075050602.01","5050602.01",8479715
"2021S05075050602.02","5050602.02",8482346
"2021S05075050602.03","5050602.03",8484977
"2021S05075050610.01","5050610.01",8487608
"2021S05075050610.02","5050610.02",8490239
"2021S05075050611.00","5050611.00",8492870
"2021S05075050612.01","5050612.01",8495501
"2021S05075050612.02","5050612.02",8498132
"2021S05075050613.01","5050613.01",8500763
"2021S05075050613.03","5050613.03",8503394
"2021S05075050613.04","5050613.04",8506025
"2021S05075050613.06","5050613.06",8508656
"2021S05075050613.07","5050613.07",8511287
"2021S05075050620.01","5050620.01",8513918
"2021S05075050620.03","5050620.03",8516549
"2021S05075050620.04","5050620.04",8519180
"2021S05075050630.02","5050630.02",8521811
"2021S05075050630.03","5050630.03",8524442
"2021S05075050630.04","5050630.04",8527073
"2021S05075050631.01","5050631.01",8529704
"2021S05075050631.02","5050631.02",8532335
"2021S05075050700.01","5050700.01",8534966
"2021S05075050700.03","5050700.03",8537597
"2021S05075050700.04","5050700.04",8540228
"2021S05075050710.01","5050710.01",8542859
"2021S05075050710.02","5050710.02",8545490
"2021S05075050711.00","5050711.00",8548121
"2021S05075050712.00","5050712.00",8550752
"2021S05075050800.00","5050800.00",8553383
"2021S05075050810.01","5050810.01",8556014
"2021S05075050810.02","5050810.02",8558645
"2021S05075050811.01","5050811.01",8561276
"2021S05075050811.02","5050811.02",8563907
"2021S05075050820.01","5050820.01",8566538
"2021S05075050820.02","5050820.02",8569169
"2021S05075050821.02","5050821.02",8571800
"2021S05075050821.03","5050821.03",8574431
"2021S05075050821.04","5050821.04",8577062
"2021S05075050822.02","5050822.02",8579693
"2021S05075050822.03","5050822.03",8582324
"2021S05075050822.07","5050822.07",8584955
"2021S05075050822.08","5050822.08",8587586
"2021S05075050822.09","5050822.09",8590217
"2021S05075050822.10","5050822.10",8592848
"2021S05075050822.11","5050822.11",8595479
"2021S05075050840.00","5050840.00",8598110
"2021S05075050841.04","5050841.04",8600741
"2021S05075050841.06","5050841.06",8603372
"2021S05075050841.08","5050841.08",8606003
"2021S05075050841.09","5050841.09",8608634
"2021S05075050841.10","5050841.10",8611265
"2021S05075050841.11","5050841.11",8613896
"2021S05075050850.00","5050850.00",8616527
"2021S05075050900.00","5050900.00",8619158
"2021S05075050901.00","5050901.00",8621789
"2021S05075050902.00","5050902.00",8624420
"2021S05075050903.00","5050903.00",8627051
"2021S05075050904.00","5050904.00",8629682
"2021S05075050905.00","5050905.00",8632313
"2021S05075050906.00","5050906.00",8634944
"2021S05075050907.00","5050907.00",8637575
"2021S05075050908.00","5050908.00",8640206
"2021S05075050909.00","5050909.00",8642837
"2021S05075051000.00","5051000.00",8645468
"2021S05075051001.00","5051001.00",8648099
"2021S05075052000.00","5052000.00",8650730
"2021S05075052001.00","5052001.00",8653361
"2021S05075052002.00","5052002.00",8655992
"2021S0503529","Peterborough",8658623
"2021S05075290001.01","5290001.01",8661254
"2021S05075290001.02","5290001.02",8663885
"2021S05075290002.00","5290002.00",8666516
"2021S05075290003.00","5290003.00",8669147
"2021S05075290004.00","5290004.00",8671778
"2021S05075290005.00","5290005.00",8674409
"2021S05075290006.00","5290006.00",8677040
"2021S05075290007.00","5290007.00",8679671
"2021S05075290008.00","5290008.00",8682302
"2021S05075290009.01","5290009.01",8684933
"2021S05075290009.02","5290009.02",8687564
"2021S05075290009.03","5290009.03",8690195
"2021S05075290009.04","5290009.04",8692826
"2021S05075290010.00","5290010.00",8695457
"2021S05075290011.00","5290011.00",8698088
"2021S05075290012.00","5290012.00",8700719
"2021S05075290013.00","5290013.00",8703350
"2021S05075290014.00","5290014.00",8705981
"2021S05075290100.00","5290100.00",8708612
"2021S05075290101.00","5290101.00",8711243
"2021S05075290102.01","5290102.01",8713874
"2021S05075290102.03","5290102.03",8716505
"2021S05075290102.04","5290102.04",8719136
"2021S05075290103.00","5290103.00",8721767
"2021S05075290104.00","5290104.00",8724398
"2021S05075290105.01","5290105.01",8727029
"2021S05075290105.02","5290105.02",8729660
"2021S05075290106.00","5290106.00",8732291
"2021S05075290200.00","5290200.00",8734922
"2021S05075290201.00","5290201.00",8737553
"2021S0504970","Prince George",8740184
"2021S05079700001.00","9700001.00",8742815
"2021S05079700002.00","9700002.00",8745446
"2021S05079700003.00","9700003.00",8748077
"2021S05079700004.00","9700004.00",8750708
"2021S05079700005.00","9700005.00",8753339
"2021S05079700006.00","9700006.00",8755970
"2021S05079700007.00","9700007.00",8758601
"2021S05079700008.00","9700008.00",8761232
"2021S05079700009.00","9700009.00",8763863
"2021S05079700010.00","9700010.00",8766494
"2021S05079700011.00","9700011.00",8769125
"2021S05079700012.00","9700012.00",8771756
"2021S05079700013.00","9700013.00",8774387
"2021S05079700014.00","9700014.00",8777018
"2021S05079700015.00","9700015.00",8779649
"2021S05079700016.00","9700016.00",8782280
"2021S05079700017.00","9700017.00",8784911
"2021S05079700018.00","9700018.00",8787542
"2021S05079700019.00","9700019.00",8790173
"2021S05079700020.00","9700020.00",8792804
"2021S05079700021.00","9700021.00",8795435
"2021S05079700022.00","9700022.00",8798066
"2021S05079700023.00","9700023.00",8800697
"2021S05079700100.00","9700100.00",8803328
"2021S05079700101.00","9700101.00",8805959
"2021S05079700102.00","9700102.00",8808590
"2021S05079700103.01","9700103.01",8811221
"2021S05079700103.02","9700103.02",8813852
"2021S0503421","Québec",8816483
"2021S05074210001.01","4210001.01",8819114
"2021S05074210001.02","4210001.02",8821745
"2021S05074210002.00","4210002.00",8824376
"2021S05074210003.00","4210003.00",8827007
"2021S05074210004.00","4210004.00",8829638
"2021S05074210005.00","4210005.00",8832269
"2021S05074210006.00","4210006.00",8834900
"2021S05074210007.00","4210007.00",8837531
"2021S05074210008.00","4210008.00",8840162
"2021S05074210009.00","4210009.00",8842793
"2021S05074210010.00","4210010.00",8845424
"2021S05074210011.00","4210011.00",8848055
"2021S05074210012.00","4210012.00",8850686
"2021S05074210013.00","4210013.00",8853317
"2021S05074210014.00","4210014.00",8855948
"2021S05074210015.00","4210015.00",8858579
"2021S05074210016.00","4210016.00",8861210
"2021S05074210017.00","4210017.00",8863841
"2021S05074210018.00","4210018.00",8866472
"2021S05074210019.00","4210019.00",8869103
"2021S05074210020.00","4210020.00",8871734
"2021S05074210021.00","4210021.00",8874365
"2021S05074210022.00","4210022.00",8876996
"2021S05074210023.00","4210023.00",8879627
"2021S05074210024.00","4210024.00",8882258
"2021S05074210025.00","4210025.00",8884889
"2021S05074210026.00","4210026.00",8887520
"2021S05074210027.00","4210027.00",8890151
"2021S05074210028.00","4210028.00",8892782
"2021S05074210029.00","4210029.00",8895413
"2021S05074210030.00","4210030.00",8898044
"2021S05074210031.00","4210031.00",8900675
"2021S05074210032.00","4210032.00",8903306
"2021S05074210033.01","4210033.01",8905937
"2021S05074210033.02","4210033.02",8908568
"2021S05074210034.00","4210034.00",8911199
"2021S05074210035.00","4210035.00",8913830
"2021S05074210036.00","4210036.00",8916461
"2021S05074210037.00","4210037.00",8919092
"2021S05074210038.01","4210038.01",8921723
"2021S05074210038.02","4210038.02",8924354
"2021S05074210039.01","4210039.01",8926985
"2021S05074210039.02","4210039.02",8929616
"2021S05074210040.01","4210040.01",8932247
"2021S05074210040.04","4210040.04",8934878
"2021S05074210040.05","4210040.05",8937509
"2021S05074210040.06","4210040.06",8940140
"2021S05074210041.03","4210041.03",8942771
"2021S05074210041.04","4210041.04",8945402
"2021S05074210041.06","4210041.06",8948033
"2021S05074210041.07","4210041.07",8950664
"2021S05074210041.08","4210041.08",8953295
"2021S05074210041.09","4210041.09",8955926
"2021S05074210041.10","4210041.10",8958557
"2021S05074210041.11","4210041.11",8961188
"2021S05074210041.12","4210041.12",8963819
"2021S05074210041.13","4210041.13",8966450
"2021S05074210100.00","4210100.00",8969081
"2021S05074210101.00","4210101.00",8971712
"2021S05074210102.00","4210102.00",8974343
"2021S05074210103.00","4210103.00",8976974
"2021S05074210110.00","4210110.00",8979605
"2021S05074210111.00","4210111.00",8982236
"2021S05074210112.01","4210112.01",8984867
"2021S05074210112.02","4210112.02",8987498
"2021S05074210113.01","4210113.01",8990129
"2021S05074210113.02","4210113.02",8992760
"2021S05074210114.00","4210114.00",8995391
"2021S05074210115.00","4210115.00",8998022
"2021S05074210116.01","4210116.01",9000653
"2021S05074210116.02","4210116.02",9003284
"2021S05074210117.01","4210117.01",9005915
"2021S05074210117.02","4210117.02",9008546
"2021S05074210118.00","4210118.00",9011177
"2021S05074210119.02","4210119.02",9013808
"2021S05074210119.04","4210119.04",9016439
"2021S05074210119.05","4210119.05",9019070
"2021S05074210119.06","4210119.06",9021701
"2021S05074210120.01","4210120.01",9024332
"2021S05074210120.02","4210120.02",9026963
"2021S05074210120.03","4210120.03",9029594
"2021S05074210140.01","4210140.01",9032225
"2021S05074210140.02","4210140.02",9034856
"2021S05074210140.03","4210140.03",9037487
"2021S05074210160.01","4210160.01",9040118
"2021S05074210160.03","4210160.03",9042749
"2021S05074210160.04","4210160.04",9045380
"2021S05074210160.05","4210160.05",9048011
"2021S05074210170.03","4210170.03",9050642
"2021S05074210170.04","4210170.04",9053273
"2021S05074210170.05","4210170.05",9055904
"2021S05074210170.06","4210170.06",9058535
"2021S05074210170.07","4210170.07",9061166
"2021S05074210190.00","4210190.00",9063797
"2021S05074210200.00","4210200.00",9066428
"2021S05074210210.01","4210210.01",9069059
"2021S05074210210.02","4210210.02",9071690
"2021S05074210220.02","4210220.02",9074321
"2021S05074210220.03","4210220.03",9076952
"2021S05074210220.04","4210220.04",9079583
"2021S05074210230.01","4210230.01",9082214
"2021S05074210230.03","4210230.03",9084845
"2021S05074210230.04","4210230.04",9087476
"2021S05074210240.02","4210240.02",9090107
"2021S05074210240.03","4210240.03",9092738
"2021S05074210240.04","4210240.04",9095369
"2021S05074210260.01","4210260.01",9098000
"2021S05074210260.02","4210260.02",9100631
"2021S05074210260.03","4210260.03",9103262
"2021S05074210270.01","4210270.01",9105893
"2021S05074210270.03","4210270.03",9108524
"2021S05074210270.04","4210270.04",9111155
"2021S05074210271.01","4210271.01",9113786
"2021S05074210271.02","4210271.02",9116417
"2021S05074210272.00","4210272.00",9119048
"2021S05074210273.01","4210273.01",9121679
"2021S05074210273.02","4210273.02",9124310
"2021S05074210273.03","4210273.03",9126941
"2021S05074210273.04","4210273.04",9129572
"2021S05074210280.01","4210280.01",9132203
"2021S05074210280.02","4210280.02",9134834
"2021S05074210280.03","4210280.03",9137465
"2021S05074210290.01","4210290.01",9140096
"2021S05074210290.03","4210290.03",9142727
"2021S05074210290.05","4210290.05",9145358
"2021S05074210290.06","4210290.06",9147989
"2021S05074210300.00","4210300.00",9150620
"2021S05074210310.00","4210310.00",9153251
"2021S05074210311.01","4210311.01",9155882
"2021S05074210311.02","4210311.02",9158513
"2021S05074210320.02","4210320.02",9161144
"2021S05074210320.03","4210320.03",9163775
"2021S05074210320.04","4210320.04",9166406
"2021S05074210320.05","4210320.05",9169037
"2021S05074210320.07","4210320.07",9171668
"2021S05074210320.08","4210320.08",9174299
"2021S05074210320.09","4210320.09",9176930
"2021S05074210320.10","4210320.10",9179561
"2021S05074210330.00","4210330.00",9182192
"2021S05074210340.01","4210340.01",9184823
"2021S05074210340.02","4210340.02",9187454
"2021S05074210340.03","4210340.03",9190085
"2021S05074210360.01","4210360.01",9192716
"2021S05074210360.02","4210360.02",9195347
"2021S05074210370.00","4210370.00",9197978
"2021S05074210500.01","4210500.01",9200609
"2021S05074210500.02","4210500.02",9203240
"2021S05074210510.00","4210510.00",9205871
"2021S05074210520.00","4210520.00",9208502
"2021S05074210530.00","4210530.00",9211133
"2021S05074210540.00","4210540.00",9213764
"2021S05074210600.03","4210600.03",9216395
"2021S05074210600.04","4210600.04",9219026
"2021S05074210600.05","4210600.05",9221657
"2021S05074210600.06","4210600.06",9224288
"2021S05074210605.00","4210605.00",9226919
"2021S05074210610.00","4210610.00",9229550
"2021S05074210700.00","4210700.00",9232181
"2021S05074210800.01","4210800.01",9234812
"2021S05074210800.02","4210800.02",9237443
"2021S05074210801.00","4210801.00",9240074
"2021S05074210802.00","4210802.00",9242705
"2021S05074210810.00","4210810.00",9245336
"2021S05074210811.00","4210811.00",9247967
"2021S05074210812.00","4210812.00",9250598
"2021S05074210820.01","4210820.01",9253229
"2021S05074210820.03","4210820.03",9255860
"2021S05074210820.04","4210820.04",9258491
"2021S05074210825.00","4210825.00",9261122
"2021S05074210830.01","4210830.01",9263753
"2021S05074210830.02","4210830.02",9266384
"2021S05074210835.03","4210835.03",9269015
"2021S05074210835.04","4210835.04",9271646
"2021S05074210835.05","4210835.05",9274277
"2021S05074210835.06","4210835.06",9276908
"2021S05074210835.07","4210835.07",9279539
"2021S05074210840.01","4210840.01",9282170
"2021S05074210840.02","4210840.02",9284801
"2021S05074210845.03","4210845.03",9287432
"2021S05074210845.04","4210845.04",9290063
"2021S05074210845.05","4210845.05",9292694
"2021S05074210845.06","4210845.06",9295325
"2021S05074210846.02","4210846.02",9297956
"2021S05074210846.03","4210846.03",9300587
"2021S05074210846.04","4210846.04",9303218
"2021S05074210850.02","4210850.02",9305849
"2021S05074210850.03","4210850.03",9308480
"2021S05074210850.04","4210850.04",9311111
"2021S05074210850.05","4210850.05",9313742
"2021S05074210900.00","4210900.00",9316373
"2021S05074210901.00","4210901.00",9319004
"2021S05074210902.00","4210902.00",9321635
"2021S05074210903.00","4210903.00",9324266
"2021S0503830","Red Deer",9326897
"2021S05078300001.01","8300001.01",9329528
"2021S05078300001.05","8300001.05",9332159
"2021S05078300001.06","8300001.06",9334790
"2021S05078300001.07","8300001.07",9337421
"2021S05078300001.08","8300001.08",9340052
"2021S05078300001.09","8300001.09",9342683
"2021S05078300001.10","8300001.10",9345314
"2021S05078300002.00","8300002.00",9347945
"2021S05078300003.00","8300003.00",9350576
"2021S05078300004.00","8300004.00",9353207
"2021S05078300005.00","8300005.00",9355838
"2021S05078300006.00","8300006.00",9358469
"2021S05078300007.00","8300007.00",9361100
"2021S05078300008.02","8300008.02",9363731
"2021S05078300008.03","8300008.03",9366362
"2021S05078300008.04","8300008.04",9368993
"2021S05078300008.05","8300008.05",9371624
"2021S05078300009.01","8300009.01",9374255
